2024-05-22 09:41:45,741 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-05-22 09:42:43,280 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-05-22 09:43:02,747 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-05-22 09:43:20,270 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-05-22 23:41:15,829 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-05-22 23:42:55,585 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-05-22 23:44:43,548 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-05-22 23:45:17,834 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-05-22 23:48:29,202 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-05-22 23:49:37,397 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-05-22 23:50:03,353 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-05-22 23:50:22,526 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-07-22 11:16:44,437 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-07-22 11:16:44,437 - WARNING - 異常-載台CC 建議-修整砂輪
2024-07-23 14:05:14,119 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-07-23 14:05:14,123 - WARNING - 異常-載台CC 建議-修整砂輪
2024-07-23 16:46:00,083 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-07-23 16:46:00,084 - WARNING - 異常-載台CC 建議-修整砂輪
2024-07-23 16:58:20,355 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-07-23 16:58:20,359 - WARNING - 異常-載台CC 建議-修整砂輪
2024-07-23 16:59:36,180 - WARNING - 異常-載台CC 建議-修整砂輪
2024-07-23 16:59:36,182 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-07-23 17:01:28,080 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-07-23 17:01:28,080 - WARNING - 異常-載台CC 建議-修整砂輪
2024-07-23 17:17:42,089 - WARNING - 異常-載台CC 建議-修整砂輪
2024-07-23 17:17:42,090 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-07-23 17:44:19,041 - ERROR - Error processing MQTT message: 'id'
2024-07-23 17:44:19,041 - ERROR - Error processing MQTT message: 'id'
2024-07-27 14:29:50,940 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-07-27 14:29:50,941 - WARNING - 異常-載台CC 建議-修整砂輪
2024-07-27 14:36:38,101 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-07-27 14:36:38,104 - WARNING - 異常-載台CC 建議-修整砂輪
2024-07-27 14:39:06,277 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-07-27 14:39:06,279 - WARNING - 異常-載台CC 建議-修整砂輪
2024-07-27 14:39:36,404 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-07-27 14:39:36,404 - WARNING - 異常-載台CC 建議-修整砂輪
2024-07-27 14:39:47,334 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-07-27 14:39:47,336 - WARNING - 異常-載台CC 建議-修整砂輪
2024-07-27 14:39:52,335 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-07-27 14:39:52,339 - WARNING - 異常-載台CC 建議-修整砂輪
2024-07-27 14:40:30,944 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-07-27 14:40:30,951 - WARNING - 異常-載台CC 建議-修整砂輪
2024-07-27 14:40:53,127 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-07-27 14:40:53,127 - WARNING - 異常-載台CC 建議-修整砂輪
2024-07-27 14:41:01,942 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-07-27 14:41:01,945 - WARNING - 異常-載台CC 建議-修整砂輪
2024-07-27 14:42:15,624 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-07-27 14:42:15,626 - WARNING - 異常-載台CC 建議-修整砂輪
2024-07-27 14:44:58,468 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-07-27 14:44:58,470 - WARNING - 異常-載台CC 建議-修整砂輪
2024-07-27 14:48:54,281 - WARNING - 異常-載台CC 建議-修整砂輪
2024-07-27 14:48:54,283 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-07-27 15:31:20,512 - WARNING - 異常-載台CC 建議-修整砂輪
2024-07-27 15:31:20,512 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-07-27 15:31:30,555 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-07-27 15:31:30,557 - WARNING - 異常-載台CC 建議-修整砂輪
2024-07-27 15:32:03,903 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-07-27 15:32:03,906 - WARNING - 異常-載台CC 建議-修整砂輪
2024-07-27 15:32:11,108 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-07-27 15:32:11,109 - WARNING - 異常-載台CC 建議-修整砂輪
2024-07-27 15:32:17,775 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-07-27 15:32:17,777 - WARNING - 異常-載台CC 建議-修整砂輪
2024-07-27 15:32:33,008 - WARNING - 異常-載台CC 建議-修整砂輪
2024-07-27 15:32:33,008 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-07-27 15:32:49,651 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-07-27 15:32:49,655 - WARNING - 異常-載台CC 建議-修整砂輪
2024-07-27 15:34:01,914 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-07-27 15:34:01,917 - WARNING - 異常-載台CC 建議-修整砂輪
2024-07-27 15:35:37,010 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-07-27 15:35:37,014 - WARNING - 異常-載台CC 建議-修整砂輪
2024-07-27 15:49:40,798 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-07-27 15:49:40,799 - WARNING - 異常-載台CC 建議-修整砂輪
2024-07-27 15:52:16,797 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-07-27 15:52:16,798 - WARNING - 異常-載台CC 建議-修整砂輪
2024-07-27 15:53:15,721 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
2024-07-27 15:53:15,726 - WARNING - 異常-載台CC 建議-修整砂輪
2024-07-27 15:54:49,677 - WARNING - 異常-主軸上方ACM 建議-修整砂輪
